CP-Dandy-Gold,Chocolate Paper Dandy Gold,580
D35P4,NATIONAL DAY DECORATIONS,2
TRAWD088,Tray 49x29x5,12
CL-Paper Bag -015 Printed,Chocolala Paperbag -35x35x35 Cm Printed,18120
B39308-3 Blue,B39308-3 Blue,520
EM-SG448E(M)KD,METAL TRAY C10P224-G,355
SSGIFT14MD,SANABEL GIFT 14M-D,120
G1563P-BMB00G-17.5,17.5 Rectangle T.Plate BMB00G-17.5,527
G1145P-BMB05G-14,14"Square Plate G1145P-BMB05G-14,516
RF240812,RIBBON,291
GT BOXES 12,BAKLAWA BOX 1KG (17X17X16),540
BLIS-NB011,Square Blister Large Asst. Mamoul,1886
AR06 Roll 10.5cm,AR06 Roll 10.5cm,126.68
SPICES-04,Cheese Powder/kg,119
BOXSS013,Sanabel Al Salam Barazek 100 Gm,12094
RND 01-Kg,LOOPS- Coconut (Per Kg),5
PLY3,FC PLAYTIME 100X220,3500
LL-B01,WEDDING ACCE.,606
Q6-368-388,Paper Box,4540
20028,Crystal Plate # 33 (10kg),361
BOXSMILE03,Dates Roll Smile,1016
HA03,HAIL WAZAFARAN CHOC PAPER BLUE,180
BK400,Baklawa Gourmet Sweets (3in1) 400g,30495
14.5-12B24-C382P,PROCELAIN WARE,36
N50100,CAKE DECORATION,12320
AL001 Roll 8cm,AL001 Roll 8cm,21.2
B3-7135-17 PINK,B3-7135-17 PINK,648
B37069-3-B,Accessories (D155),450
DY1-3694-B,Flower,5194
NB18b,Milk Plain Or With Nuts,95
187368-514,Plastic Tray,192
SAS-CQ250g,SANABEL- CROQUANT 250g,18
AF123-0100-C048 Sanabel,2.5Cmx15m Ribbon Sanabel Salam,102
STX-1003,MOULD,115
NB06g,Milk Plain Or With Nuts,216
BKSF-03,Baklawa Sugar Free-Kolishore Cashew,25
BLISTER 45,Blister For Craft Tray - Rectangle,12000
Milk Comp AKJ,Milk Chocolate Compound (AKJ)4Kg Block,72489
20048A,Plain White Carton (310x300x270),2200
7096,CHOCOLATE MOULD,6
AR13 Roll 10.5cm,AR13 Roll 10.5cm,130.8
BOXCL060,Chocolala Box (paris)50x35cm,3948
RSGIFT03,Raseel Gifts KSA 03,4
P03,Poetes Chocolate-Camilla,818.5
SAS-CHFL500,Sanabel Chocolate Flower Box 500g,1905
D077-A-20-10-3-1Pink,D077-A20-10-3-1-Pink,421
A-20-7-1-B,D40 LEATHER TRAY BLUE,68
WT14,Winter Collection,32
BC009-3 Brown2,Basket Coffee W/Yellow Line,7
RR002,Rahash Roll Pista,3530
Q6-234-239,Paper Box,2650
A10270-24-Pink,Wooden Sticker (D151),720
D120-S17 Pink,D120-Sticker Flower Pink,144
G1383P-2221E-18,ROUND PLATE 18",456
201920,LIVE SLEEVE,4000
BOXLEA059,Tray 29x29CM,362
1304-W10N10,White Compound Nugget,10
2640-3,Wooden Box,667
BT06,CHOCOLATE PAPER,440
PEARALMHE,Pearlescent Sugar Almonds-Blue Sky,45
PE02AXX-2009,Silver Pearls Size #1,1347
SST-TCS,STICKER - THE CHOCOLATE SHOP,250
SLSS002,Tin Sleeve Big Circle Baklawa Sugarfree,16445
NDC15,Dates Roll With Dry Fig,10
SST013,PAPER STICKER BY 1000-DIVINE,352
SSGIFT4SA,Sanabel Gift 4S-A,760
BOXLEA36,Leather Box Gold 40x35x4cm,1139
D40-A24-P,D40-WOODEN BOX W/ACCS PINK,1039
BLISTER 38,Blister For Sanabel Mousse Truffle Box,27600
DF-MN500,Malban Box 500g (1x20x60),1040
FM11,Flavors Of Malban,497
YCF95-0250-C004,RIBBON,38
SASBRW04,Sanabel Gift BRW04,2
NT0400,Peanut - Kiri Kiri,1174.2
A10270-24-Blue,Wooden Sticker (D151),719
NUC27,Unwrapped Chocolate-Stallion,325
MN09,Malban Nougat Variety,75
G13149-1850-16,16" ROUND PLATE,312
BOXES 046,JARDIN VERT-CHOCO PRALINE BOX,1012
DR05,Dates Roll With Pistachio (DR05),29
SSGIFT21LA,Sanabel Gift 21LA,536
MA1618,CHOCOLATE MOULD,6
D4-9459-2,FRAME - OBLONG,45
Q2710,Silver Ribbon With Square 1.5" 25 Ys,551
A10270-18,Wooden Sticker (D151),3
D-PM- GOLD,TRAY 45X30cm GOLD,2907
SSGIFT3XSB,Sanabel Gift 3XSB,1076
SSGIFT15MB,Sanabel Gift 15M-B,782
MFS03,Mille-Feuille Sticks Black Seeds,6
E38681-6,Accessories (D155),11601
20013A,Clear Plastic # 625 (1x40),70
D197 sticker 9,Sticker Rectangle 15*14.5cm,500
EC 027,Roaster (220g),2
GD15,GOURMET DATE WITH ALMOND NUTS DIPPKED IN MILK CHOCOLATE,66
WAL07,Digestive Biscuit W/Caramel In Milk Chocolate,10
TRAWD120,Wooden Tray,71
SAS-BASDT-PL 1KG,Sanabel Basbousa Dates Plate 1 Kg,21166
BC009-2 Blue,Basket Blue,547
JM14-10PQ PINK,WILLOW BASKET (Set Of Two),13
GR014,GARDENIA CHOCOLATE PAPER,400
D38085-3-P,Accessories (D155),772
B10654-2-PU,Accessories (D155),914
SSGIFT13MB,Sanabel Gift 13M-B,184
40001,Almond Slice (1x20kg),19.6
D41-YLA12154,CHRISTMAS ITEM,49
FLA1164,Flower,5
JC/PL-JC16,CRYSTAL CUP/PLASTIC LID,20163
A10270-28-Blue,Wooden Stickers (D151),746
A-20-11-1-ORANGE,LEATHER TRAY,270
RCM-Arabsque,Arabesque Milk Chocolate- Lait 34 (Zeelandia),10
SST056,STICKER-LORENZO BY 1000,810
ASC-BBY,Baby Chocolate,58
TAR4,FC TARTAN ROSE 120X260,3900
BLISTER 40,Blister For Sanabel Crunch Box (11x2),27800
C4-BASCHOCO 1KG,BASBOUSA CHOCOLATE 1KG CARREFOUR,579
C4-BASBUTTER 1KG,BASBOUSA BUTTER 1KG CARREFOUR,382
187772-514,Plastic Tray,209
HC14,Unwrapped Chocolate-Handmade,100
AT001-0100-P868 SN,2.5cm X20m RIBBON-DARK BROWN,2017
BOXPG015,Gourmet Mabroume,23599
ZMP0044,CABAS ARGENT VERGE,2036
SSGIFT ARABIC TRAY 07 NEW,SANABEL GIFT NEW ARABIC TRAY 07,16548
SSGIFT ARABIC TRAY 52 NEW,SANABEL GIFT ARABIC TRAY 52 NEW,5325
D119-1733 Pink,D119-Flower Ball Pink,350
SSGIFT15MC,Sanabel Gift 15M-C,590
20099China,Wax Paper (China),25720
G1563P-BMB01G-17.5,17.5" Rectangle T.Plate BMB01G-17.5,527
HKB019712,RIBBON 3.8mm X 10y,162
DS-034,Silicon Cake Mould,10
D006-F39-1,PLEXI STICK ON-TEDDY BEAR PINK,35
YLA08504,CHIRSTMAS CERAMIC,134
BTN1018,Chocolate Moulds,32
SL- NUTBAR001,SLEEVE AL RIFAI NUT BAR ALMOND (BLANCHED),11000
40070,Semolina Fine,63176
N50050,CAKE DECORATION,11470
XMT1487 O,IRON TUB ORANGE,106
BC13,Brownie Collection,459.5
20403,Apple Juice (For Pate De Fruit),8
BOXMX047,Zadina Date Roll Box,720
MMPT,Mamoul Pistachio,5295
SSGIFT ARABIC TRAY 15 NEW,SANABEL GIFT NEW ARABIC TRAY 15,13981
0018,Paper Pin,10
SSGIFT ARABIC TRAY 04 NEW,SANABEL GIFT NEW ARABIC TRAY 04,9111
AX774-0150-C001,Ribbon,370
BK500G,Baklawa Gift 500g,862
A1-0270-30 PINK,A1-0270-30 PINK,496
AT001-0100-P861 SN,2.5cm X20m RIBBON-BLACK,3148
SQ80-80-40 Y,TIN BOX - YELLOW (SQUARE),156
MY11372,POUCH W/ FLOWER (1X12/PKT),174
D060-PAPERBOX-6,D060-PAPERBOX-6 (2types,4000),2305
A02 (C02),Accessories,198.5
40107,Al Naka Cheese,55
BOXPG019,Gourmet Croquant,25121
SSGIFT11MC,Sanabel Gift 11M-C,50
AR03,ARABESQUE GOLDEN,325
G1218P-2481-16,ROUND PLATE 16" (DIA41x4.5CM),8
B3-7130-3,Wooden Tray (30*40cm)B3-7130,2028
B007 Brown2,Basket Brown W/Yellow Line,194
CHMS036,Christmas Chocolate Truffles,8
NT0202,Cashew Roasted,58
NT0104,Almond Salted,52.3
SLABS 16,Slabs- Hazelnut Gianduja And Hazelnut In Milk Chocolate,372
D077-A-75-1 Pink,Box- Pink D077-A-75-1,2
SAS-TWRLM,SANABEL TWIRL MINT,16482
G906P-2210E-16,SQ PLATE 16",450
NATIONAL DAY DWP,NATIONAL DAY DECORATIONS,1050
AT123-0100-C051-Sanabel,Ribbons 2.5CM Sanabel,1040
20008,Cake Cups 7.5cm,10200
QY13-20574	,Baby Accessories,1742
LLP 02,Lollipops - Hazelnut Gianduja-Gold,390
BTN 1016,Chocolate Moulds,116
SST-Jarnan Circle,Sticker Jarnan,160
SSGIFT ARABIC TRAY 39 NEW,SANABEL GIFT NEW ARABIC TRAY 39,208
FM14,Flavors Of Malban,46
MY12101,MY12101,2724
CL-PAPERBAG-003-Printed,CHOCOLALA PAPER BAG 29X29X29CM,17892
MODEL05,QURAAN ACCESSORIES,21
MN28,Malban Nougat Variety,330
WBS31 BUTTON PINK,Wooden Sticker BUTTON PINK,127
D006-S-3,PLEXI STICK FLOWER -RED,7056
TRAWD081,Tray 49x32CM,389
AT123-0100-C048-1,Ribbon 2.5CMx100M,800
BLISTER16,Chocolate Tray Small,160
MODEL15,QURAAN ACCESSORIES,22
B10654-3-V,Accessories (D155),1032
CRS12,Banana Cream,446.3
SSGIFT7S,Sanabel Gift 7S,34
E38646-2-R,Accessories (D155),2499
F1H2,FC FLEURS OR ET NOIR,2643
SSGIFT17SF,Sanabel Gift 17S-F,6
Pacha Tin Sleeve,Pacha Tin Box Sleeve,6000
YDP022-1,Plexi Tray,140
BOXLEA64,Leather Box Brown 50*45*4 Cm,382
BD001,Coffee Bean Dipped In Chocolate,20
N50064,CAKE DECORATION,10487
D38085-4-P,Accessories (D155),880
A1-0270-11 BLUE,A1-0270-11 BLUE,574
A10270-7-Pink,Wooden Stickers (D151),718
SSGIFT016SA,SANABEL GIFT 016S-A,347
G1137P-2233,BOAT PLATE 21.5',528
1547,23" Square Plate,316
D021-PAPERBOX 17,PAPER BOX 4.5*4.5*4.5 Ramadan Karim Purple No Blister,5990
RBO3,FC RIBAMBELLE OR 100X220,4107
ESS016,Oli Essence Caramel FLV 0765,1
MC03,Miniature Chocolate,361
N30058,CAKE DECORATION,6435
A1-0229D (PISTA/YELLOW),DBW12-SHINY PLAIN WRAPPING PAPER,114
B3-7130-2,Wooden Tray (35*35cm)B3-7130,4337
De-81260,Cheese Biscuits (4x500grams),302
SSGIFT ARABIC TRAY 03 NEW,SANABEL GIFT NEW ARABIC TRAY 03,13767
GLASCUP14,Espresso Cup,74
CH-Paper bag-001,Chocolate House Bag 29x29x29,3280
AF123-0100-C081,2.5cm X15m RIBBON-BROWN/GREEN,751
PVC BOX47,Christmas (11x5.5x16.5),45
M13 Roll 7.5cm,M13 Roll 7.5cm,305.98
G1381P-2216E-14.5,SQ PLATE 14",460
HZBP1 (70x43),WOODEN TRAY (70x43),860
NUS07,Stella Collection,35
B007 Brown,Basket Brown,310
FCP06,CHOCOLATE PAPER BEIGE,150
QQ4116,Ribbon,62
EC42,EASTER GIFT BOX,36
CL070408-2,BABY W/ FLOWER,250
SSGIFT35MP,Sanabel Gift 35MP,596
D-002,Silicon Cake Mould,9
SSGIFT6MB,SSGIFT6MB,15
SA1062P9-2B,15.2*11.5*4.2 CM BROWN PVC,14
TS6410,TRANSFER SHEET,240
US-BORKE,Flaked Bar, Whole Milk Chocolate,139.6
CG-03,Box (D157),479
491/L Gold,Plate Gold 491/L,5364
B39308-8 Blue,B39308-8 Blue,96
A1-0270-15 BLUE,A1-0270-15 BLUE,370
FX-6032 CLOCK,Z,176
A10270-15-Pink,Wooden Stickers (D151),308
SSGIFT05MA,SANABEL GIFT 05M-A,442
DY1-1536-P,Flower,10796
SAS-HL1N,Sanabel Halawa 1Kg New,55754
QMD-8006-G,Flower- Gold (D071),10625
CS10,Chanteur Chocolate-Goya,2280
QMD-8006-Pink,Flower Pink,3444
ZJC0302,CABAS TURQUOISE VERGE,1782
NUS14,Stella Collection,137
Blister 35,Blister Pet Oreo 1/2 Kg,24550
MB-019,Acrylic Rolling Pin Dia 35x325mm,2
ConeLLP 10,Cone Collection With Coconut,70
WCP65-9CM,FUALA CHOCOLATE PAPER WHITE,452.6
FM27,Flavors Of Malban,665
MMDTW-5kg,Mamoul Dates Wallnut 5kg,2210
A1-0229A Blue Square,DBW-BLUE SQUARE WRAPPING/20PCS,19
BOXCL057,Chocolala Box (fire) 32x32cm,6178
FM24,Flavors Of Malban,110
ACC07-D100,Jewellery Items,340
A1-0270-43,Baby Tray (D157),1297
C001-4,CHOCOLATE PAPER,70
NUC19,Unwrapped Chocolate-Stallion,38
BLN4,BLOSSOM NOLITA 100X220,2600
FO11603AM,Glass Plate 42x30x6 Cm Gold Color FO11603AM,922
D120-S15 Blue,D120- Sticker Baby Cap Blue,135
XD1895D,GLASS VASE,158
BE06,Chocolate Paper La Belle-Asia Pink,100
SSARGIFT5A,SANABEL ARABIC GIFT 5A,100
AEC,DECORATION,5942
SF09019,SNOWMAN,430
BOXLEA07,Leather Box Silver 30.5x9.5x5.5cm,950
CHMS008,Santa Holding A Christmas Tree,2
SA1062P10-3GR,15.5*15.5*4.2 CM GREEN PVC,10
OT09-97-WHITE,POUCHES(1X20/PKT),115
IRONTRAY003,Iron Tray D29/XL Gold,798
Q4-PVC Large,PVC Box Large,8385
BOXSS023,Sanabel Al Salam Tamriya 250 Gm,69
M16,Nougat, Malban & Gianduja,65
D153-SS-PVC bag-Pink,D153-SS-PVC Bag-Pink,2150
B37149-3-3,Accessories (D155),6
PVC BOX-D104-GOLD,Pvc Boxes D104 Gold,1369
MA1335,CHOCOLATE MOULD,75
C49353-9,Tray (Clock),437
SS12,Spring Selection Chocolate,1169.3
IRONTRAY007,Iron Tray D36/M Gold,794
SA932A9-1,Box,109
NB10g,Milk Plain Or With Nuts,561
N50053,CAKE DECORATION,33528
JM14-2EF PINK,WILLOW BASKET (Set Of Two),53
SASGIFT-TRAY 019,SANABEL GIFT TRAY 019,964
WG13C535-5,CAR (4x3x2.2CM),2419
D159-PAPERBOX 01 P,D159-PAPERBOX 01 P,7083
SSGIFT6LBR,Sanabel Gift 6L-BR,267
SSGIFT20SA,Sanabel Gift 20S-A,88
MAR04,ONDULADO,16
D045-BOX 5,NATIONAL DAY DECORATIONS(5x4.4x3cm),60
FO11603CM,Glass Plate 42x30x6cm Gold Color FO11603CM,926
40035,Lecithin,1894
H10-0004,FLOWER (1X12PCS /BOX),590
SST-SS-D163-P,Sticker Sanabel (D163) Pink,24000
DISCO34,PLASTIC DISK,18
C4-BASDTS 1KG,BASBOUSA DATES 1KG CARREFOUR,545
Jumeirah cigar box,Z,110
MIXPC4,FC POLYKRAPT POLKA DOTS CHOCO 120X260,8464
SSGIFT ARABIC TRAY 20 NEW,SANABEL GIFT NEW ARABIC TRAY 20,2090
PBC 04,PRALINE FILLING PBC 04 14G,93.4
187434L-1,Plastic Tray,308
NUS27,Stella Collection,40
NUC03,Unwrapped Chocolate-Stallion,224
SAS-SWISSROLLS,SANABEL SWISS ROLLS,9969
TINSS005,Sanabel Tin Can (Round- D169),11425
XMT087 GREEN,XMT087 GREEN,10
NT0201,Cashew Plain,691.3
MY1267C-BEIGE,DECORATION,173
CP012 Roll 10.5cm,CP012 Roll 10.5cm,215.56
A140278-P,A140278-P CUP BLUE,591
AL011,CHOCOLATE BROWN,105
SST-SOCEDO-BABY,STICKER SOCEDO BABY,160
D-020,Silicon Cake Mould,9
754,WOODEN BOX,45
AL011 Roll 10cm,AL011 Roll 10cm,33
EC37,EASTER GIFT BOX,26
SM-LENTILSYELLOW,CHOCO LENTILS COATED YELLOW,792.5
B36890-1S,Silver Tray Cirlce,1154
MAC01-PC,Macarone Orange Pc,800
A10270-21-Pink,Wooden Sticker Pink (D157),1479
N50051,CAKE DECORATION,16360
2052,CHOCOLATE MOULD,6
40090E,Khadri Dates W/ Orange Strips,860
Brown Verimicilli,Brown Verimicilli,20
CR02FL-2020,Milk Chocolate Filling 25kg,23480
CH07DR-2009,Blue Chocolate Dragee,578
10019,Sponge (1x12),310
HLM03,Halawa Mabruma Chocolate,404
810663 -R,TUBE W/ BEAR ON RED BASE,1802
BOXMX033,CATCOOT CAKE BOX 45*65*15CM,4240
SSGIFTSV012,SANABEL GIFT SV012,650
AF0113720A-2P	,Baby Accessories,234
SLABS 02,Slabs- Rose Flower Turkish Delight,72
BOXEU009,Gourmet Box Europe Project 009,50
PF13,Petitfour -Helene,418.5
SSGIFT21,CHOCOLATE GIFT TRAY -SS21,10
SST W&B,SST Warps And Blooms Stickers,80000
84557A-1,Z,108
BE07,Chocolate Paper La Belle-Asia Purpple,100
EC18,EASTER EGG IN OVAL TIN CAN 55GM,200
FB15,Ferrero Roche Hazelnut Cream & Coconut Flakes -Green,241
Q6-162-167,Paper Box,3968
P01CC,POETES COMPOUND CHOCOLATE-ARION,30
NB11b,Milk Plain Or With Nuts,436
RC02NG2-2020,Milk Chocolate Nuggets (360CL0570),675537.75
G1150P-2212EB-17,17" Rect. Plate,993
20026,Crystal Plate # 27 (10kg),47
BWMB1,BABY WOODEN MINI BOX (SITTING ELEPHANT),44
C001-7,CHOCOLATE PAPER,90
CHMS074,Christmas Chocolate,9
SSGIFT27MA,Sanabel Gift 27MA,1132
MA1605,CHOCOLATE MOULD,2
XD1416,GLASS VASE,220
BLISTER19,BMB 19 - Mamoul Dates (44.5x29.5x2.5),400
CS03,Chanteur Chocolate-Giraud,57
SAS-FONDOG3,SANABEL FONDU GIFT 3,189
SSGIFT ARABIC TRAY 38 NEW,SANABEL GIFT NEW ARABIC TRAY 38,732
MWL-Rolls,Mawaleh Rolls,1.85
SSGIFT12MB,Sanabel Gift 12M-B,2919
A1-0270-18,A1-0270-18,240
SSGIFT82MB,SANABEL GIFT 82M-B,32
B37069-10-Y,Accessories (D155),1172
sas-asc02,Sanabel Salam-Cornflakes Box 300g,750
SAS-Tin Can 1,Sanabel Tincan Without Window,4940
A1-0270-39 GREEN,A1-0270-39 GREEN,130
15-12B2-C382P,Procelain Ware,8
SST189,STICKERS ROASTER LEBANESE,122
GIFT 003,New Born Baby Chocolate Gift,141
DU-01,Hazulnut Gianduja W Broken Nuts,40
3033,PC Pastry Tip Set,6
BOXPG025,Mammoul Date-PG,9542
E38646-1-R,Accessories (D155),2399
P03CC,POETS COMPOUND CHOCOLATE-CAMI,220
SSGIFT61L,Sanabel Gift 61L,6
MIXF3,FC POLYKRAFT FRAMBOISE 100X220MM,3066
P10CC,POETES COMPOUND CHOCOLATE-TARA,640
SP-BOXES 04,3X3 CHOCOLATE BOX ATLANTIS STYLE,1043
LOL4,FC BRODERIE,1002
CHMS006,Christmas Tree 150gm,13
SAS-BASPLAIN-PL1KG,SANABEL BASBOSA PLAIN PLATE 1 KG,19558
E38682-7,E38682-7,1902
BDH3,FC BANDELETTES OR 100X220,7464
00046,Cleaning Solution For Bar Coding Printer,70
SST-GD4,STICKER GARDENIA,1166
LP16,VANILLA AND M&M,255.5
BTN 1091,MOULD,588
SAS-JDV-650g,Sanabel- Jardin Vert-650g,582
D011-TRAYBIG BLACK,Z,36
B36890-5S,Silver Tray 19.5 X12,1028
QY13-20566-P,Baby Accessories,1702
B10822-1 Blue,Ribbon,138
SPICES-20,Cinamon Powder,155
20097,Unprinted BOPP 130mmx30mic-kg,100
SSGIFT9MA,Sanabel Gift 9M-A,2324
SF024,BIG MUFFINS,16
TRAWD034,Wooden Tray Gold 50x34CM Gold,259
40022-1,Dates Paste,152053
ASCC-A22,Azura Compound Chocolate,180
7094,CHOCOLATE MOULD,6
PVC BOX-D104-BLUE,PVC Boxes D104 BLUE,2409
BOXSS077,Roche Big Box 500 Grms-SAS,59155
BTN1138,BTN1138 (Mould),298
F02,GOLDEN FLOWER,615.78
A140235-B,A140235-B CUP PINK,576
RA55212,RIBBON 1.5" X10y,120
ASC-AKJ 02,S1- CHOCOLATE,7116
03197-B,925 (D101),1
SSGIFT11MB,Sanabel Gift 11M-B,416
SD-TIN4,SAMADI TIN BOX -23.5*23.5*4,18162
3477-Green,ZJ-27 Green (D101),236
XG2-3204,Ceramics Boat Bowl,515
SP956LP10P,13.5*13.5*3 CM PINK PVC,4
WG12C439B,LARGE CERAMIC BLUE,50
EASTER PVC05,Easter Pvc Box (5.5x11.5x11) E03 & E14,600
REB3,FC RESILLE BLANC 100X220,3446
D124-babyTray2-Pink,D124-babyTray2-Pink,341
WG13C588P-1,CUPCAKE W/ HORSE ON THE TOP,577
D057-148-152,SANABEL PAPER BOX,5922
A10270-39-Pink,Wooden Stickers (D151),353
SSGIFT10SP,Sanabel Gift 10S-P,344
SLABS 08,Slabs- Gold Powder & Hazelnut,500
SF10405A,SANTA,36
JELLY CUPS,PVC JELLY CUPS,410
23.5-12B24-C471P,Porcelain Ware,4
N50080,CAKE DECORATION,20384
RCM-2597,Milk Chocolate Chips 15000CTS (25KG),15600
RC94412,RIBBON - 25yrds,577
MB BAG02,CHOCOLATE BAR-P.BAG 39.5*38*15CM,16000
A-0302M10,PEARL DECORATION 30m/ROLL,56
AF123-0100-C035,2.5cm X15m RIBBON-FUSHIA/BLUE,1385
CR09FL-2020-25,Strawberry Filling -25kg,142
G1373P-2207E-24,24" Boat Plate,1222
0079,Non Thermal Sticker Paper 2.5cmx5cm,120
SSGIFTXS02,Sanabel Gift XS02,48
CR03FL-2020,White Chocolate Filling 25kg,2350
LLP 06,Lollipops - Turkish Delight,1690
SST062,STICKERS-AL SHOUK,187
BOXLEA21,Leather Box Gold 24x24x4cm,1515
TRAWD011,Wooden Tray Gold 70x70x10(oman),168
TG 104 SV,GLASS VASE (1X4),1049
TINNB001,No Brand Small Square Tin-TW424(216x216x45mm),7395
TG 100 SV,GLASS VASE (1X4),1265
B10893-4,Accessories (D155),429
40022,Dates Paste (2x5kg),75383
GD03,Gourmet Dates,6.6
SAS-PB-Cornflake-Brown,Sanabel-Cornflake-7*9*7-Brown,70398
B10822-4 Blue,Ribbon,51
DK006 (60*20*10CM)-Black,WOODEN TRAY 60*20*10CM (Black),412
SSGIFT1SC,Sanabel Gift 1S-C,580
SST-MYF,MEDYAF STICKERS,240
CT19,Handmade Coffee Tart,8
D021-PAPERBOX 21,Graduation Round Box Black W Red Ribbon,550
O Peel Dip,Orange Peel Dipped In Choco W/croquant,2
STIX 1001,MOULD,100
D-098,Silicon Cake Mould,9
TRAWD060,Wooden Tray 40x30,324
Q7-99-101 (Pink),Rect Leather Box-It's A Girl,1
WA-RND 03,10 Choc. Circle White Dry Fruits,30
D022-9,STICKER CHARACTER,3
TMGIFT015,TAMRIYA GIFT 015,172
40133A,Tea Biscuits (4x16x175grm),2800
SSGIFT46SB,SANABEL GIFT 46S-B,595
HH863A-6,PAPER BOX,256
DC-212,Decoration Tools,762
TA701,FLOWER,90
D40-A01-P,BABY WOODEN BOX PINK,53
BTN1091,Chocolate Moulds,109
NUS10,Stella Collection,454
CT03,Handmade Coffee Tart,126.5
WBS31 BUTTON BLUE/BROWN,Wooden Sticker BUTTON BLUE/BROWN,135
GLASCUP12,Espresso Cup,74
BOXLEA23,Leather Box Pink 24x24x4cm,610
6780,Chocolate Mould,90
N60110,CAKE DECORATION,26880
274466,Multifill Butter Scotch(1x7Kg),833
RL4A13031-16A	,Baby Accessories,327
CP043,IT'S A GIRL,470
P09,Poetes Chocolate-Ione,1054
CP011,GREEN BLUE SEA,344.55
AR06,DARK BROWN,343.05
SASGIFT-TRAY 024,SANABEL GIFT TRAY 024,1300
D119-1733 Blue,D119-Flower Ball Blue,810
RBAKERY 18,CHOCO T X 4BOX,30
REH4,FC RESILLE OR 120X260,7766
SSGIFT10MC,Sanabel Gift 10M-C,1057
0004-1,Quotation Form (A4 Size),80
BAGCL05,Chcocolal Bags 29x29x29 (Paris),12000
BOXSS123,Lifter For Oreo 1Kg Wooden Box,8000
MMD03,Mamoul Mad Wallnut,20
SSGIFT ARABIC TRAY 29 NEW,SANABEL GIFT NEW ARABIC TRAY 29,132
TAM01,Tamriya - Red Velvet,88
BOXSS085,Macaroon 5 Pcs,11345
NDC04,Dates And Almond In Milk Chocolate,2.5
D-ZF-15,BOX,112
ROC4,FC ROUNDS CINEMA 120X260,3080
21964,GLASS PLATE,12
FB01,Ferrero Balls Praline Filling,323
CR07FL-0001,Coconut Filling,220
MA1966,CHOCOLATE MOULD,7
BOX 12531,HEART BOX RED,2454
N60123,CAKE DECORATION,1118
BOXCL044,Chocolala Box (bubbles) 40x35 Cm,3556
CQ13,Croquant Almond Square,90
CT08,Handmade Coffee Tart,18
BAR 04,COOKIES & MILK CHOCOLATE CHUNKS 112G,281
NUS01,Stella Collection,29
NUC000,Unwrapped Chocolates,12.5
PF550,Cookies Sweet 550g,2209
BK800g- Lulu,Lulu Gourmet Baklawa 800g,3340
C183EP-BUTTERFLY-WHITE,Z,76
A1-0270-32 BLUE,A1-0270-32 BLUE,506
10019A,Scruber(1x12),33
BEC07,Baklawa Exotica- Caramel Croquant,20
AT123-0030-C015,D41-RIBBON,4175
GD-MAC5PCS,GARDENIA MACAROONS 5PCS,1920
CT20,Handmade Coffee Tart,11.5
AP12,Aphrodite Chocolate,320
20116A,Die Cut Plain Box For Chocolate 1Kg.,17400
SASGIFT-OREO02,SANABEL GIFT OREO 02,412
SSGIFT18MP,Sanabel Gift 18M-P,126
FIC3,FC FLEURS BLANC,1300
SA1067P-4GR,21.5*9*4.5 CM GREEN PVC,4
BKF02,Baklawa Finger Pistachio,301
CREATIVE 12,CREATIVE 12,170
BOXGR008,Gardenia- Lolipop Box,1505
QMD-8007 G,Flower - Gold (D071),468
SSGIFT11SG,SSGIFT11SG,10
RL25908,RIBBON 2.5mm X 10y,36
WG12C434B,LARGE BABY CERAMIC BLUE,48
WA-RND 02,9 Choc Circle Milk Nuts,66
HJ05,Hajj Chocolate Praline,20
12-12B24-C712P,Porcelain Ware,8
P06,Poetes Chocolate-Hamilton,3185.8
SSGIFT ARABIC TRAY 16 NEW,SANABEL GIFT NEW ARABIC TRAY 16,1156
HLS01,Halawa Plain Square,3138
MAD04,MADELENE DATES,39
PF39,Petitfour-Vanilla Biscuit W/ Strawberry Choco,17
SA1062P10-3B,15.5*15.5*4.2 CM BROWN PVC,30
PF15,Petitfour -Jocelyn,465.5
SAS-JDV-500g,Sanabel-Jardian Vert-500g,1744
SSGIFT7SB,Sanabel Gift 7S-B,4077
Z-7-2/A-20-8-3 Pink,Table & Tray Z-7-2/A-20-8-3 Pink,2
GT08,Chocolate Tart-Vanilla With Cardamon,5
LLP 01,Lollipops - Hazelnut Gianduja-Maroon,1530
XF001,WOODEN FLOWER FRAME,414
AT001-0030-15-1340,Peach-Sattan(1cm X 20m) Ribbons,304
D-CF-4,TRAY,7
2640-4,Wooden Box,510
D027-B2-15,HAJJ BOX,137
SSGIFT16SA,Sanabel Gift 16S-A,1756
PF21,Petitfour-Pistachio Cream,379.5
NDC14,Dates & Almond In Dark Roche (27g),24
ACC15-D100,Jewellery Items,280
RV47212,RIBBON - 25yrds,160
SSGIFT3XSA,Sanabel Gift 3XSA,1134
BLISTER30,Blister 3 Layer Cavity (29.5x16.3x1.8cm),10500
D119-Tin Box B,D119-TIN BOX BLUE,1121
G1280P-1888-13.5,13.5" SQ. PLATE (8X12),156
AT123-0030-C020,D41-RIBBON,2961
SSGIFT46SC,SANABEL GIFT 46S-C,552
GB-0962-1,Leather Wooden Basket,74
930-1-1,TRAYS (2/S),60
BOXTOUR04,Nougat And Malban (C4 Tourist Boxes),855
10071,WAFERDECORATION PLAQUES LOONEY,3
